,href,title,valor_monetario,nome_time,id_time,temporada
0,/chelsea-fc/kader/verein/631/saison_id/2004,Chelsea FC,€ 331.48 mi.,chelsea-fc,631,04/05
1,/manchester-united-fc/kader/verein/985/saison_id/2004,Manchester United FC,€ 293.23 mi.,manchester-united-fc,985,04/05
2,/fc-arsenal/kader/verein/11/saison_id/2004,FC Arsenal,€ 247.00 mi.,fc-arsenal,11,04/05
3,/fc-liverpool/kader/verein/31/saison_id/2004,FC Liverpool,€ 222.13 mi.,fc-liverpool,31,04/05
4,/tottenham-hotspur/kader/verein/148/saison_id/2004,Tottenham Hotspur,€ 129.45 mi.,tottenham-hotspur,148,04/05
5,/newcastle-united/kader/verein/762/saison_id/2004,Newcastle United,€ 125.90 mi.,newcastle-united,762,04/05
6,/birmingham-city/kader/verein/337/saison_id/2004,Birmingham City,€ 106.93 mi.,birmingham-city,337,04/05
7,/fc-middlesbrough/kader/verein/641/saison_id/2004,FC Middlesbrough,€ 95.48 mi.,fc-middlesbrough,641,04/05
8,/manchester-city-fc/kader/verein/281/saison_id/2004,Manchester City FC,€ 94.30 mi.,manchester-city-fc,281,04/05
9,/fc-southampton/kader/verein/180/saison_id/2004,FC Southampton,€ 85.48 mi.,fc-southampton,180,04/05
10,/aston-villa-fc/kader/verein/405/saison_id/2004,Aston Villa FC,€ 84.18 mi.,aston-villa-fc,405,04/05
11,/fc-everton/kader/verein/29/saison_id/2004,FC Everton,€ 74.28 mi.,fc-everton,29,04/05
12,/blackburn-rovers/kader/verein/164/saison_id/2004,Blackburn Rovers,€ 73.70 mi.,blackburn-rovers,164,04/05
13,/fc-fulham/kader/verein/931/saison_id/2004,FC Fulham,€ 65.23 mi.,fc-fulham,931,04/05
14,/fc-portsmouth/kader/verein/1020/saison_id/2004,FC Portsmouth,€ 64.00 mi.,fc-portsmouth,1020,04/05
15,/bolton-wanderers/kader/verein/355/saison_id/2004,Bolton Wanderers,€ 63.58 mi.,bolton-wanderers,355,04/05
16,/charlton-athletic/kader/verein/358/saison_id/2004,Charlton Athletic,€ 57.80 mi.,charlton-athletic,358,04/05
17,/west-bromwich-albion/kader/verein/984/saison_id/2004,West Bromwich Albion,€ 50.40 mi.,west-bromwich-albion,984,04/05
18,/crystal-palace-fc/kader/verein/873/saison_id/2004,Crystal Palace FC,€ 38.53 mi.,crystal-palace-fc,873,04/05
19,/norwich-city/kader/verein/1123/saison_id/2004,Norwich City,€ 31.05 mi.,norwich-city,1123,04/05
20,/chelsea-fc/kader/verein/631/saison_id/2005,Chelsea FC,€ 363.43 mi.,chelsea-fc,631,05/06
21,/manchester-united-fc/kader/verein/985/saison_id/2005,Manchester United FC,€ 254.58 mi.,manchester-united-fc,985,05/06
22,/fc-arsenal/kader/verein/11/saison_id/2005,FC Arsenal,€ 232.33 mi.,fc-arsenal,11,05/06
23,/fc-liverpool/kader/verein/31/saison_id/2005,FC Liverpool,€ 216.35 mi.,fc-liverpool,31,05/06
24,/tottenham-hotspur/kader/verein/148/saison_id/2005,Tottenham Hotspur,€ 154.33 mi.,tottenham-hotspur,148,05/06
25,/newcastle-united/kader/verein/762/saison_id/2005,Newcastle United,€ 150.48 mi.,newcastle-united,762,05/06
26,/fc-middlesbrough/kader/verein/641/saison_id/2005,FC Middlesbrough,€ 94.38 mi.,fc-middlesbrough,641,05/06
27,/fc-everton/kader/verein/29/saison_id/2005,FC Everton,€ 92.92 mi.,fc-everton,29,05/06
28,/manchester-city-fc/kader/verein/281/saison_id/2005,Manchester City FC,€ 91.90 mi.,manchester-city-fc,281,05/06
29,/aston-villa-fc/kader/verein/405/saison_id/2005,Aston Villa FC,€ 89.60 mi.,aston-villa-fc,405,05/06
30,/fc-portsmouth/kader/verein/1020/saison_id/2005,FC Portsmouth,€ 86.13 mi.,fc-portsmouth,1020,05/06
31,/charlton-athletic/kader/verein/358/saison_id/2005,Charlton Athletic,€ 82.43 mi.,charlton-athletic,358,05/06
32,/birmingham-city/kader/verein/337/saison_id/2005,Birmingham City,€ 81.83 mi.,birmingham-city,337,05/06
33,/fc-fulham/kader/verein/931/saison_id/2005,FC Fulham,€ 70.88 mi.,fc-fulham,931,05/06
34,/west-bromwich-albion/kader/verein/984/saison_id/2005,West Bromwich Albion,€ 65.55 mi.,west-bromwich-albion,984,05/06
35,/blackburn-rovers/kader/verein/164/saison_id/2005,Blackburn Rovers,€ 63.85 mi.,blackburn-rovers,164,05/06
36,/west-ham-united/kader/verein/379/saison_id/2005,West Ham United,€ 62.55 mi.,west-ham-united,379,05/06
37,/bolton-wanderers/kader/verein/355/saison_id/2005,Bolton Wanderers,€ 61.85 mi.,bolton-wanderers,355,05/06
38,/wigan-athletic/kader/verein/1071/saison_id/2005,Wigan Athletic,€ 51.92 mi.,wigan-athletic,1071,05/06
39,/afc-sunderland/kader/verein/289/saison_id/2005,AFC Sunderland,€ 34.35 mi.,afc-sunderland,289,05/06
40,/chelsea-fc/kader/verein/631/saison_id/2006,Chelsea FC,€ 416.76 mi.,chelsea-fc,631,06/07
41,/fc-arsenal/kader/verein/11/saison_id/2006,FC Arsenal,€ 278.18 mi.,fc-arsenal,11,06/07
42,/manchester-united-fc/kader/verein/985/saison_id/2006,Manchester United FC,€ 259.15 mi.,manchester-united-fc,985,06/07
43,/fc-liverpool/kader/verein/31/saison_id/2006,FC Liverpool,€ 239.77 mi.,fc-liverpool,31,06/07
44,/tottenham-hotspur/kader/verein/148/saison_id/2006,Tottenham Hotspur,€ 165.73 mi.,tottenham-hotspur,148,06/07
45,/newcastle-united/kader/verein/762/saison_id/2006,Newcastle United,€ 146.55 mi.,newcastle-united,762,06/07
46,/aston-villa-fc/kader/verein/405/saison_id/2006,Aston Villa FC,€ 109.50 mi.,aston-villa-fc,405,06/07
47,/fc-everton/kader/verein/29/saison_id/2006,FC Everton,€ 109.45 mi.,fc-everton,29,06/07
48,/west-ham-united/kader/verein/379/saison_id/2006,West Ham United,€ 105.45 mi.,west-ham-united,379,06/07
49,/fc-portsmouth/kader/verein/1020/saison_id/2006,FC Portsmouth,€ 97.08 mi.,fc-portsmouth,1020,06/07
50,/fc-middlesbrough/kader/verein/641/saison_id/2006,FC Middlesbrough,€ 96.32 mi.,fc-middlesbrough,641,06/07
51,/manchester-city-fc/kader/verein/281/saison_id/2006,Manchester City FC,€ 89.25 mi.,manchester-city-fc,281,06/07
52,/fc-fulham/kader/verein/931/saison_id/2006,FC Fulham,€ 84.68 mi.,fc-fulham,931,06/07
53,/blackburn-rovers/kader/verein/164/saison_id/2006,Blackburn Rovers,€ 78.90 mi.,blackburn-rovers,164,06/07
54,/wigan-athletic/kader/verein/1071/saison_id/2006,Wigan Athletic,€ 74.93 mi.,wigan-athletic,1071,06/07
55,/bolton-wanderers/kader/verein/355/saison_id/2006,Bolton Wanderers,€ 72.38 mi.,bolton-wanderers,355,06/07
56,/charlton-athletic/kader/verein/358/saison_id/2006,Charlton Athletic,€ 71.47 mi.,charlton-athletic,358,06/07
57,/sheffield-united/kader/verein/350/saison_id/2006,Sheffield United,€ 43.36 mi.,sheffield-united,350,06/07
58,/fc-watford/kader/verein/1010/saison_id/2006,FC Watford,€ 32.97 mi.,fc-watford,1010,06/07
59,/fc-reading/kader/verein/1032/saison_id/2006,FC Reading,€ 32.88 mi.,fc-reading,1032,06/07
60,/chelsea-fc/kader/verein/631/saison_id/2007,Chelsea FC,€ 434.35 mi.,chelsea-fc,631,07/08
61,/manchester-united-fc/kader/verein/985/saison_id/2007,Manchester United FC,€ 354.55 mi.,manchester-united-fc,985,07/08
62,/fc-liverpool/kader/verein/31/saison_id/2007,FC Liverpool,€ 305.65 mi.,fc-liverpool,31,07/08
63,/fc-arsenal/kader/verein/11/saison_id/2007,FC Arsenal,€ 262.40 mi.,fc-arsenal,11,07/08
64,/tottenham-hotspur/kader/verein/148/saison_id/2007,Tottenham Hotspur,€ 220.50 mi.,tottenham-hotspur,148,07/08
65,/fc-everton/kader/verein/29/saison_id/2007,FC Everton,€ 155.30 mi.,fc-everton,29,07/08
66,/manchester-city-fc/kader/verein/281/saison_id/2007,Manchester City FC,€ 150.10 mi.,manchester-city-fc,281,07/08
67,/fc-portsmouth/kader/verein/1020/saison_id/2007,FC Portsmouth,€ 141.30 mi.,fc-portsmouth,1020,07/08
68,/newcastle-united/kader/verein/762/saison_id/2007,Newcastle United,€ 135.20 mi.,newcastle-united,762,07/08
69,/fc-middlesbrough/kader/verein/641/saison_id/2007,FC Middlesbrough,€ 120.90 mi.,fc-middlesbrough,641,07/08
70,/west-ham-united/kader/verein/379/saison_id/2007,West Ham United,€ 120.00 mi.,west-ham-united,379,07/08
71,/aston-villa-fc/kader/verein/405/saison_id/2007,Aston Villa FC,€ 112.10 mi.,aston-villa-fc,405,07/08
72,/bolton-wanderers/kader/verein/355/saison_id/2007,Bolton Wanderers,€ 104.20 mi.,bolton-wanderers,355,07/08
73,/fc-fulham/kader/verein/931/saison_id/2007,FC Fulham,€ 99.05 mi.,fc-fulham,931,07/08
74,/blackburn-rovers/kader/verein/164/saison_id/2007,Blackburn Rovers,€ 90.85 mi.,blackburn-rovers,164,07/08
75,/afc-sunderland/kader/verein/289/saison_id/2007,AFC Sunderland,€ 83.60 mi.,afc-sunderland,289,07/08
76,/birmingham-city/kader/verein/337/saison_id/2007,Birmingham City,€ 82.50 mi.,birmingham-city,337,07/08
77,/wigan-athletic/kader/verein/1071/saison_id/2007,Wigan Athletic,€ 77.75 mi.,wigan-athletic,1071,07/08
78,/fc-reading/kader/verein/1032/saison_id/2007,FC Reading,€ 65.93 mi.,fc-reading,1032,07/08
79,/derby-county/kader/verein/22/saison_id/2007,Derby County,€ 50.40 mi.,derby-county,22,07/08
80,/chelsea-fc/kader/verein/631/saison_id/2008,Chelsea FC,€ 448.55 mi.,chelsea-fc,631,08/09
81,/manchester-united-fc/kader/verein/985/saison_id/2008,Manchester United FC,€ 425.95 mi.,manchester-united-fc,985,08/09
82,/fc-liverpool/kader/verein/31/saison_id/2008,FC Liverpool,€ 342.85 mi.,fc-liverpool,31,08/09
83,/fc-arsenal/kader/verein/11/saison_id/2008,FC Arsenal,€ 311.45 mi.,fc-arsenal,11,08/09
84,/tottenham-hotspur/kader/verein/148/saison_id/2008,Tottenham Hotspur,€ 278.80 mi.,tottenham-hotspur,148,08/09
85,/manchester-city-fc/kader/verein/281/saison_id/2008,Manchester City FC,€ 258.35 mi.,manchester-city-fc,281,08/09
86,/fc-everton/kader/verein/29/saison_id/2008,FC Everton,€ 190.33 mi.,fc-everton,29,08/09
87,/aston-villa-fc/kader/verein/405/saison_id/2008,Aston Villa FC,€ 157.35 mi.,aston-villa-fc,405,08/09
88,/fc-portsmouth/kader/verein/1020/saison_id/2008,FC Portsmouth,€ 152.60 mi.,fc-portsmouth,1020,08/09
89,/newcastle-united/kader/verein/762/saison_id/2008,Newcastle United,€ 134.55 mi.,newcastle-united,762,08/09
90,/west-ham-united/kader/verein/379/saison_id/2008,West Ham United,€ 133.90 mi.,west-ham-united,379,08/09
91,/afc-sunderland/kader/verein/289/saison_id/2008,AFC Sunderland,€ 110.30 mi.,afc-sunderland,289,08/09
92,/wigan-athletic/kader/verein/1071/saison_id/2008,Wigan Athletic,€ 103.75 mi.,wigan-athletic,1071,08/09
93,/blackburn-rovers/kader/verein/164/saison_id/2008,Blackburn Rovers,€ 91.20 mi.,blackburn-rovers,164,08/09
94,/fc-middlesbrough/kader/verein/641/saison_id/2008,FC Middlesbrough,€ 85.45 mi.,fc-middlesbrough,641,08/09
95,/fc-fulham/kader/verein/931/saison_id/2008,FC Fulham,€ 83.85 mi.,fc-fulham,931,08/09
96,/bolton-wanderers/kader/verein/355/saison_id/2008,Bolton Wanderers,€ 81.65 mi.,bolton-wanderers,355,08/09
97,/west-bromwich-albion/kader/verein/984/saison_id/2008,West Bromwich Albion,€ 66.10 mi.,west-bromwich-albion,984,08/09
98,/hull-city/kader/verein/3008/saison_id/2008,Hull City,€ 64.70 mi.,hull-city,3008,08/09
99,/stoke-city/kader/verein/512/saison_id/2008,Stoke City,€ 63.45 mi.,stoke-city,512,08/09
100,/chelsea-fc/kader/verein/631/saison_id/2009,Chelsea FC,€ 451.95 mi.,chelsea-fc,631,09/10
101,/manchester-united-fc/kader/verein/985/saison_id/2009,Manchester United FC,€ 384.88 mi.,manchester-united-fc,985,09/10
102,/fc-liverpool/kader/verein/31/saison_id/2009,FC Liverpool,€ 331.55 mi.,fc-liverpool,31,09/10
103,/fc-arsenal/kader/verein/11/saison_id/2009,FC Arsenal,€ 314.30 mi.,fc-arsenal,11,09/10
104,/manchester-city-fc/kader/verein/281/saison_id/2009,Manchester City FC,€ 312.50 mi.,manchester-city-fc,281,09/10
105,/tottenham-hotspur/kader/verein/148/saison_id/2009,Tottenham Hotspur,€ 263.53 mi.,tottenham-hotspur,148,09/10
106,/fc-everton/kader/verein/29/saison_id/2009,FC Everton,€ 218.93 mi.,fc-everton,29,09/10
107,/aston-villa-fc/kader/verein/405/saison_id/2009,Aston Villa FC,€ 167.38 mi.,aston-villa-fc,405,09/10
108,/afc-sunderland/kader/verein/289/saison_id/2009,AFC Sunderland,€ 131.58 mi.,afc-sunderland,289,09/10
109,/west-ham-united/kader/verein/379/saison_id/2009,West Ham United,€ 121.75 mi.,west-ham-united,379,09/10
110,/fc-fulham/kader/verein/931/saison_id/2009,FC Fulham,€ 101.18 mi.,fc-fulham,931,09/10
111,/fc-portsmouth/kader/verein/1020/saison_id/2009,FC Portsmouth,€ 96.65 mi.,fc-portsmouth,1020,09/10
112,/blackburn-rovers/kader/verein/164/saison_id/2009,Blackburn Rovers,€ 91.63 mi.,blackburn-rovers,164,09/10
113,/bolton-wanderers/kader/verein/355/saison_id/2009,Bolton Wanderers,€ 85.80 mi.,bolton-wanderers,355,09/10
114,/stoke-city/kader/verein/512/saison_id/2009,Stoke City,€ 80.70 mi.,stoke-city,512,09/10
115,/wigan-athletic/kader/verein/1071/saison_id/2009,Wigan Athletic,€ 77.60 mi.,wigan-athletic,1071,09/10
116,/hull-city/kader/verein/3008/saison_id/2009,Hull City,€ 73.20 mi.,hull-city,3008,09/10
117,/birmingham-city/kader/verein/337/saison_id/2009,Birmingham City,€ 69.65 mi.,birmingham-city,337,09/10
118,/wolverhampton-wanderers/kader/verein/543/saison_id/2009,Wolverhampton Wanderers,€ 65.48 mi.,wolverhampton-wanderers,543,09/10
119,/fc-burnley/kader/verein/1132/saison_id/2009,FC Burnley,€ 48.15 mi.,fc-burnley,1132,09/10
120,/chelsea-fc/kader/verein/631/saison_id/2010,Chelsea FC,€ 424.10 mi.,chelsea-fc,631,10/11
121,/manchester-city-fc/kader/verein/281/saison_id/2010,Manchester City FC,€ 404.18 mi.,manchester-city-fc,281,10/11
122,/manchester-united-fc/kader/verein/985/saison_id/2010,Manchester United FC,€ 388.00 mi.,manchester-united-fc,985,10/11
123,/fc-liverpool/kader/verein/31/saison_id/2010,FC Liverpool,€ 339.20 mi.,fc-liverpool,31,10/11
124,/fc-arsenal/kader/verein/11/saison_id/2010,FC Arsenal,€ 324.00 mi.,fc-arsenal,11,10/11
125,/tottenham-hotspur/kader/verein/148/saison_id/2010,Tottenham Hotspur,€ 307.08 mi.,tottenham-hotspur,148,10/11
126,/aston-villa-fc/kader/verein/405/saison_id/2010,Aston Villa FC,€ 202.80 mi.,aston-villa-fc,405,10/11
127,/fc-everton/kader/verein/29/saison_id/2010,FC Everton,€ 184.48 mi.,fc-everton,29,10/11
128,/afc-sunderland/kader/verein/289/saison_id/2010,AFC Sunderland,€ 149.33 mi.,afc-sunderland,289,10/11
129,/west-ham-united/kader/verein/379/saison_id/2010,West Ham United,€ 138.75 mi.,west-ham-united,379,10/11
130,/newcastle-united/kader/verein/762/saison_id/2010,Newcastle United,€ 119.48 mi.,newcastle-united,762,10/11
131,/fc-fulham/kader/verein/931/saison_id/2010,FC Fulham,€ 109.55 mi.,fc-fulham,931,10/11
132,/bolton-wanderers/kader/verein/355/saison_id/2010,Bolton Wanderers,€ 100.15 mi.,bolton-wanderers,355,10/11
133,/birmingham-city/kader/verein/337/saison_id/2010,Birmingham City,€ 95.38 mi.,birmingham-city,337,10/11
134,/stoke-city/kader/verein/512/saison_id/2010,Stoke City,€ 94.45 mi.,stoke-city,512,10/11
135,/blackburn-rovers/kader/verein/164/saison_id/2010,Blackburn Rovers,€ 91.53 mi.,blackburn-rovers,164,10/11
136,/west-bromwich-albion/kader/verein/984/saison_id/2010,West Bromwich Albion,€ 86.88 mi.,west-bromwich-albion,984,10/11
137,/wolverhampton-wanderers/kader/verein/543/saison_id/2010,Wolverhampton Wanderers,€ 83.55 mi.,wolverhampton-wanderers,543,10/11
138,/wigan-athletic/kader/verein/1071/saison_id/2010,Wigan Athletic,€ 80.50 mi.,wigan-athletic,1071,10/11
139,/blackpool-fc/kader/verein/1181/saison_id/2010,Blackpool FC,€ 50.03 mi.,blackpool-fc,1181,10/11
140,/manchester-city-fc/kader/verein/281/saison_id/2011,Manchester City FC,€ 498.60 mi.,manchester-city-fc,281,11/12
141,/manchester-united-fc/kader/verein/985/saison_id/2011,Manchester United FC,€ 404.10 mi.,manchester-united-fc,985,11/12
142,/chelsea-fc/kader/verein/631/saison_id/2011,Chelsea FC,€ 375.50 mi.,chelsea-fc,631,11/12
143,/fc-arsenal/kader/verein/11/saison_id/2011,FC Arsenal,€ 362.43 mi.,fc-arsenal,11,11/12
144,/tottenham-hotspur/kader/verein/148/saison_id/2011,Tottenham Hotspur,€ 323.50 mi.,tottenham-hotspur,148,11/12
145,/fc-liverpool/kader/verein/31/saison_id/2011,FC Liverpool,€ 236.90 mi.,fc-liverpool,31,11/12
146,/fc-everton/kader/verein/29/saison_id/2011,FC Everton,€ 169.95 mi.,fc-everton,29,11/12
147,/newcastle-united/kader/verein/762/saison_id/2011,Newcastle United,€ 161.70 mi.,newcastle-united,762,11/12
148,/afc-sunderland/kader/verein/289/saison_id/2011,AFC Sunderland,€ 126.50 mi.,afc-sunderland,289,11/12
149,/aston-villa-fc/kader/verein/405/saison_id/2011,Aston Villa FC,€ 123.50 mi.,aston-villa-fc,405,11/12
150,/fc-fulham/kader/verein/931/saison_id/2011,FC Fulham,€ 100.00 mi.,fc-fulham,931,11/12
151,/bolton-wanderers/kader/verein/355/saison_id/2011,Bolton Wanderers,€ 90.05 mi.,bolton-wanderers,355,11/12
152,/stoke-city/kader/verein/512/saison_id/2011,Stoke City,€ 81.65 mi.,stoke-city,512,11/12
153,/queens-park-rangers/kader/verein/1039/saison_id/2011,Queens Park Rangers,€ 81.38 mi.,queens-park-rangers,1039,11/12
154,/blackburn-rovers/kader/verein/164/saison_id/2011,Blackburn Rovers,€ 80.00 mi.,blackburn-rovers,164,11/12
155,/wolverhampton-wanderers/kader/verein/543/saison_id/2011,Wolverhampton Wanderers,€ 78.05 mi.,wolverhampton-wanderers,543,11/12
156,/swansea-city-afc/kader/verein/2288/saison_id/2011,Swansea City AFC,€ 75.60 mi.,swansea-city-afc,2288,11/12
157,/wigan-athletic/kader/verein/1071/saison_id/2011,Wigan Athletic,€ 74.25 mi.,wigan-athletic,1071,11/12
158,/west-bromwich-albion/kader/verein/984/saison_id/2011,West Bromwich Albion,€ 69.55 mi.,west-bromwich-albion,984,11/12
159,/norwich-city/kader/verein/1123/saison_id/2011,Norwich City,€ 58.75 mi.,norwich-city,1123,11/12
160,/manchester-city-fc/kader/verein/281/saison_id/2012,Manchester City FC,€ 502.10 mi.,manchester-city-fc,281,12/13
161,/manchester-united-fc/kader/verein/985/saison_id/2012,Manchester United FC,€ 457.50 mi.,manchester-united-fc,985,12/13
162,/chelsea-fc/kader/verein/631/saison_id/2012,Chelsea FC,€ 454.25 mi.,chelsea-fc,631,12/13
163,/fc-arsenal/kader/verein/11/saison_id/2012,FC Arsenal,€ 296.90 mi.,fc-arsenal,11,12/13
164,/tottenham-hotspur/kader/verein/148/saison_id/2012,Tottenham Hotspur,€ 296.80 mi.,tottenham-hotspur,148,12/13
165,/fc-liverpool/kader/verein/31/saison_id/2012,FC Liverpool,€ 276.10 mi.,fc-liverpool,31,12/13
166,/newcastle-united/kader/verein/762/saison_id/2012,Newcastle United,€ 200.25 mi.,newcastle-united,762,12/13
167,/fc-everton/kader/verein/29/saison_id/2012,FC Everton,€ 139.75 mi.,fc-everton,29,12/13
168,/afc-sunderland/kader/verein/289/saison_id/2012,AFC Sunderland,€ 133.90 mi.,afc-sunderland,289,12/13
169,/queens-park-rangers/kader/verein/1039/saison_id/2012,Queens Park Rangers,€ 120.05 mi.,queens-park-rangers,1039,12/13
170,/aston-villa-fc/kader/verein/405/saison_id/2012,Aston Villa FC,€ 110.50 mi.,aston-villa-fc,405,12/13
171,/fc-fulham/kader/verein/931/saison_id/2012,FC Fulham,€ 109.85 mi.,fc-fulham,931,12/13
172,/stoke-city/kader/verein/512/saison_id/2012,Stoke City,€ 104.05 mi.,stoke-city,512,12/13
173,/west-ham-united/kader/verein/379/saison_id/2012,West Ham United,€ 103.00 mi.,west-ham-united,379,12/13
174,/swansea-city-afc/kader/verein/2288/saison_id/2012,Swansea City AFC,€ 102.25 mi.,swansea-city-afc,2288,12/13
175,/west-bromwich-albion/kader/verein/984/saison_id/2012,West Bromwich Albion,€ 93.50 mi.,west-bromwich-albion,984,12/13
176,/wigan-athletic/kader/verein/1071/saison_id/2012,Wigan Athletic,€ 91.55 mi.,wigan-athletic,1071,12/13
177,/fc-southampton/kader/verein/180/saison_id/2012,FC Southampton,€ 83.05 mi.,fc-southampton,180,12/13
178,/norwich-city/kader/verein/1123/saison_id/2012,Norwich City,€ 73.25 mi.,norwich-city,1123,12/13
179,/fc-reading/kader/verein/1032/saison_id/2012,FC Reading,€ 46.25 mi.,fc-reading,1032,12/13
180,/chelsea-fc/kader/verein/631/saison_id/2013,Chelsea FC,€ 584.20 mi.,chelsea-fc,631,13/14
181,/manchester-city-fc/kader/verein/281/saison_id/2013,Manchester City FC,€ 455.80 mi.,manchester-city-fc,281,13/14
182,/manchester-united-fc/kader/verein/985/saison_id/2013,Manchester United FC,€ 402.55 mi.,manchester-united-fc,985,13/14
183,/fc-arsenal/kader/verein/11/saison_id/2013,FC Arsenal,€ 385.75 mi.,fc-arsenal,11,13/14
184,/fc-liverpool/kader/verein/31/saison_id/2013,FC Liverpool,€ 315.75 mi.,fc-liverpool,31,13/14
185,/tottenham-hotspur/kader/verein/148/saison_id/2013,Tottenham Hotspur,€ 288.95 mi.,tottenham-hotspur,148,13/14
186,/fc-everton/kader/verein/29/saison_id/2013,FC Everton,€ 210.00 mi.,fc-everton,29,13/14
187,/newcastle-united/kader/verein/762/saison_id/2013,Newcastle United,€ 172.30 mi.,newcastle-united,762,13/14
188,/fc-southampton/kader/verein/180/saison_id/2013,FC Southampton,€ 131.50 mi.,fc-southampton,180,13/14
189,/swansea-city-afc/kader/verein/2288/saison_id/2013,Swansea City AFC,€ 128.93 mi.,swansea-city-afc,2288,13/14
190,/afc-sunderland/kader/verein/289/saison_id/2013,AFC Sunderland,€ 122.00 mi.,afc-sunderland,289,13/14
191,/fc-fulham/kader/verein/931/saison_id/2013,FC Fulham,€ 112.65 mi.,fc-fulham,931,13/14
192,/west-ham-united/kader/verein/379/saison_id/2013,West Ham United,€ 109.50 mi.,west-ham-united,379,13/14
193,/aston-villa-fc/kader/verein/405/saison_id/2013,Aston Villa FC,€ 109.50 mi.,aston-villa-fc,405,13/14
194,/stoke-city/kader/verein/512/saison_id/2013,Stoke City,€ 104.70 mi.,stoke-city,512,13/14
195,/west-bromwich-albion/kader/verein/984/saison_id/2013,West Bromwich Albion,€ 90.80 mi.,west-bromwich-albion,984,13/14
196,/norwich-city/kader/verein/1123/saison_id/2013,Norwich City,€ 89.30 mi.,norwich-city,1123,13/14
197,/cardiff-city/kader/verein/603/saison_id/2013,Cardiff City,€ 87.90 mi.,cardiff-city,603,13/14
198,/crystal-palace-fc/kader/verein/873/saison_id/2013,Crystal Palace FC,€ 68.70 mi.,crystal-palace-fc,873,13/14
199,/hull-city/kader/verein/3008/saison_id/2013,Hull City,€ 68.15 mi.,hull-city,3008,13/14
200,/chelsea-fc/kader/verein/631/saison_id/2014,Chelsea FC,€ 557.25 mi.,chelsea-fc,631,14/15
201,/manchester-united-fc/kader/verein/985/saison_id/2014,Manchester United FC,€ 505.40 mi.,manchester-united-fc,985,14/15
202,/manchester-city-fc/kader/verein/281/saison_id/2014,Manchester City FC,€ 448.25 mi.,manchester-city-fc,281,14/15
203,/fc-arsenal/kader/verein/11/saison_id/2014,FC Arsenal,€ 414.75 mi.,fc-arsenal,11,14/15
204,/fc-liverpool/kader/verein/31/saison_id/2014,FC Liverpool,€ 324.85 mi.,fc-liverpool,31,14/15
205,/tottenham-hotspur/kader/verein/148/saison_id/2014,Tottenham Hotspur,€ 304.15 mi.,tottenham-hotspur,148,14/15
206,/fc-southampton/kader/verein/180/saison_id/2014,FC Southampton,€ 210.25 mi.,fc-southampton,180,14/15
207,/fc-everton/kader/verein/29/saison_id/2014,FC Everton,€ 182.85 mi.,fc-everton,29,14/15
208,/newcastle-united/kader/verein/762/saison_id/2014,Newcastle United,€ 140.00 mi.,newcastle-united,762,14/15
209,/west-ham-united/kader/verein/379/saison_id/2014,West Ham United,€ 135.90 mi.,west-ham-united,379,14/15
210,/swansea-city-afc/kader/verein/2288/saison_id/2014,Swansea City AFC,€ 130.75 mi.,swansea-city-afc,2288,14/15
211,/hull-city/kader/verein/3008/saison_id/2014,Hull City,€ 117.10 mi.,hull-city,3008,14/15
